#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="5" id="bPopSizes.t:Khatamzas-pt-1_maskedRefRemMafft" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.Tree">
#                    <trait dateFormat="yyyy-M-dd" id="dateTrait.t:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.TraitSet" traitname="date" value="Khatamzas-pt-1_0|2020-05-11=2020-05-11,Khatamzas-pt-1_112|2020-08-31=2020-08-31,Khatamzas-pt-1_122|2020-09-10=2020-09-10,Khatamzas-pt-1_129|2020-09-17=2020-09-17,Khatamzas-pt-1_136|2020-09-24=2020-09-24,Khatamzas-pt-1_147|2020-10-05=2020-10-05,Khatamzas-pt-1_149|2020-10-07=2020-10-07,Khatamzas-pt-1_15|2020-05-26=2020-05-26,Khatamzas-pt-1_22|2020-06-02=2020-06-02,Khatamzas-pt-1_28|2020-06-08=2020-06-08,Khatamzas-pt-1_36|2020-06-16=2020-06-16,Khatamzas-pt-1_45|2020-06-23=2020-06-23,Khatamzas-pt-1_49|2020-06-29=2020-06-29,Khatamzas-pt-1_56|2020-07-06=2020-07-06,Khatamzas-pt-1_57|2020-07-07=2020-07-07,Khatamzas-pt-1_59|2020-07-09=2020-07-09,Khatamzas-pt-1_63|2020-07-13=2020-07-13,Khatamzas-pt-1_66|2020-07-16=2020-07-16,Khatamzas-pt-1_73|2020-07-23=2020-07-23,Khatamzas-pt-1_78|2020-07-28=2020-07-28,Khatamzas-pt-1_92|2020-08-11=2020-08-11">
#                        <taxa id="TaxonSet.Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.Khatamzas-pt-1_maskedRefRemMafft"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:Khatamzas-pt-1_maskedRefRemMafft" jeffreys="true" parameter="@bPopSizes.t:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:Khatamzas-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="clockRate.c:Khatamzas-pt-1_maskedRefRemMafft" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:Khatamzas-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:Khatamzas-pt-1_maskedRefRemMafft" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:Khatamzas-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="gammaShape.s:Khatamzas-pt-1_maskedRefRemMafft" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:Khatamzas-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="kappa.s:Khatamzas-pt-1_maskedRefRemMafft" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Khatamzas-pt-1_maskedRefRemMafft" id="treeLikelihood.Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Khatamzas-pt-1_maskedRefRemMafft" useAmbiguities="true">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Khatamzas-pt-1_maskedRefRemMafft" shape="@gammaShape.s:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Khatamzas-pt-1_maskedRefRemMafft" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Khatamzas-pt-1_maskedRefRemMafft" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Khatamzas-pt-1_maskedRefRemMafft" kappa="@kappa.s:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:Khatamzas-pt-1_maskedRefRemMafft" id="estimatedFreqs.s:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:Khatamzas-pt-1_maskedRefRemMafft" id="StrictClock.c:Khatamzas-pt-1_maskedRefRemMafft" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	gammaShape	kappa	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
2401000	-40574.55816952311	-40628.88885635581	54.33068683269809	-40628.88885635581	0.47021828086859324	0.0011990526681516156	0.06528928667870008	5.004198648681649	46.52218584116525	0.01956020343061676	0.030155377901426254	0.011219520702449182	0.030812006217577695	0.12123036303020356	4	10	1	1	4	0.2977919087555207	0.18255610653001236	0.19783406692151198	0.3218179177929553
2402000	-40573.76955062288	-40633.804297051516	60.03474642863916	-40633.804297051516	0.48146613324144066	0.0013610539535663113	0.06528928667870008	5.004198648681649	52.10655723947078	0.01760647916738769	0.037434236320367825	0.023848783179750272	0.03172702278171112	0.11396816023899808	10	1	4	1	4	0.2977919087555207	0.18379689488262294	0.1965932785689014	0.3218179177929553
2403000	-40567.77053281607	-40633.57493117347	65.8043983574034	-40633.57493117347	0.48738797970519626	0.001712307696382872	0.06528928667870008	5.004198648681649	55.35094163463111	0.0028446221335994668	0.010671769902188117	0.012727245724393536	0.029448649772696567	0.10323634640770554	2	5	5	3	5	0.2977919087555207	0.18379689488262294	0.1965932785689014	0.3218179177929553
2404000	-40577.11765038152	-40632.889110692646	55.7714603111266	-40632.889110692646	0.45612869526729694	0.001232540179005169	0.06528928667870008	5.004198648681649	46.652238426046395	0.015179175686688782	0.04909315314065367	0.032085403356274605	0.019776397920115124	0.04335172026672613	9	1	1	2	7	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2405000	-40565.84958490327	-40636.76338780901	70.9138029057423	-40636.76338780901	0.4228522266622196	0.0015137281183290746	0.06528928667870008	5.004198648681649	60.23960314083492	0.010633160705406413	0.01135623465575275	0.03309503898274179	0.020576991683344637	0.05437368994723543	5	2	1	8	4	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2406000	-40571.612438210126	-40637.19328599292	65.58084778279516	-40637.19328599292	0.4236161991765446	0.0017859819033157706	0.06528928667870008	5.004198648681649	55.51990131062215	0.07391501941945038	0.01047530461468957	0.015348270712740161	0.02948429755353184	0.027814398845639975	1	4	8	4	3	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2407000	-40572.061473040376	-40632.829533895696	60.76806085532173	-40632.829533895696	0.44679206942783317	0.0014795052472900306	0.06528928667870008	8.053865760043253	53.55469043496598	0.008027070315753686	0.023771219736999208	0.08087662579143427	0.07614539693539296	0.022044956744878857	4	11	1	3	1	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2408000	-40582.54314040248	-40638.59214969023	56.04900928775128	-40638.59214969023	0.44300873807065766	0.0015165676579731752	0.06528928667870008	8.053865760043253	50.96481999018887	0.014725502278608976	0.030498885045831946	0.15536807702075564	0.04722353236577877	0.029121866805274368	4	2	1	4	9	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2409000	-40578.15339269808	-40631.42583597161	53.2724432735355	-40631.42583597161	0.444216333829157	0.0015537222698249677	0.06528928667870008	8.053865760043253	51.148051682288994	0.02380728633778393	0.03320972448674405	0.22966558373031604	0.07230845454057808	0.040316517619787745	4	9	2	3	2	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2410000	-40578.01854759757	-40636.11276088669	58.09421328911864	-40636.11276088669	0.4262289845962976	0.0018269334776739915	0.06383446107323157	5.766188886784872	50.10902234444365	0.04899063036390105	0.03244919945831587	0.04508593566270557	0.08031409484359368	0.009966898425368957	5	11	1	1	2	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2411000	-40564.5189532088	-40634.31179339487	69.79284018607316	-40634.31179339487	0.4262289845962976	0.0015678833921580944	0.06383446107323157	5.766188886784872	57.92831418723331	0.011961457083081987	0.01783172575043919	0.008724574941005621	0.031053966651138538	0.01707104380914651	9	5	1	3	2	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2412000	-40565.70761279626	-40633.57542866349	67.86781586723599	-40633.57542866349	0.4360361219101455	0.0017079247628631901	0.06383446107323157	5.766188886784872	56.60068223655245	0.008440234581345336	0.01961578998938192	0.02102181931426127	0.039209167633488265	0.03587625849382403	2	2	12	3	1	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2413000	-40573.249985753944	-40635.847157942335	62.59717218838758	-40635.847157942335	0.43707608216918087	0.0013323075711176523	0.26846346893897344	5.766188886784872	53.757303674177436	0.04953686096663065	0.02033523477654872	0.02102181931426127	0.05864621759041007	0.010935302283586246	1	2	12	4	1	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2414000	-40574.126568721695	-40636.85810515724	62.73153643554691	-40636.85810515724	0.4184380426638764	0.0013496166444039138	0.26846346893897344	8.183964556904389	55.884329542576936	0.05235210509796329	0.01906271826666233	0.02620040250312664	0.08627512590611185	0.014807272786229887	1	3	13	1	2	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2415000	-40565.5803183587	-40635.32247103537	69.74215267666916	-40635.32247103537	0.42191584936050547	0.0013192321751231099	0.26846346893897344	8.183964556904389	59.39508040926274	0.015648778479771894	0.0058089706513966945	0.02033451842318832	0.045554616777176156	0.003955056350917134	7	3	3	5	2	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2416000	-40575.216497737994	-40638.947892137985	63.73139439998733	-40638.947892137985	0.44736927418873634	0.001472430550465665	0.21214567579905472	8.183964556904389	54.64262114568069	0.015854286058819254	0.0203217872995133	0.034699737342019615	0.03668864528245121	0.0686252016029496	10	3	1	3	3	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2417000	-40570.83995271223	-40636.90309938957	66.06314667734148	-40636.90309938957	0.4409827628124733	0.0016109752625287751	0.21214567579905472	6.832474192854797	54.52816869805799	0.006916426160572869	0.012972542026939364	0.015281245749871657	0.024781365367102768	0.05980792177929512	1	2	8	4	5	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2418000	-40572.55073119267	-40638.02871489805	65.47798370538119	-40638.02871489805	0.4359588273675138	0.0015201920416690808	0.21214567579905472	6.832474192854797	55.34980116607708	0.01082274400947864	0.02369407276415718	0.03751156638697692	0.02401957954834678	0.041266156986691054	1	9	4	1	5	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2419000	-40577.07210516177	-40638.36400716456	61.29190200278141	-40638.36400716456	0.4388304058078684	0.0013267498875026466	0.27527697787052136	6.832474192854797	55.823228056274296	0.025868784522282293	0.01462968384607431	0.07415741239811131	0.08397971945097624	0.0643592954715779	10	6	1	2	1	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2420000	-40579.95344359998	-40640.80916025139	60.85571665140388	-40640.80916025139	0.46614255227488555	0.0012742806804969722	0.27527697787052136	3.173653446750487	52.029084857406644	0.0244922423405688	0.012100170141186825	0.0412310458881111	0.06680788196842498	0.05340847219148806	6	5	3	5	1	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2421000	-40575.57016552624	-40643.8850327656	68.31486723935703	-40643.8850327656	0.4791289863830109	0.0016959750458504811	0.27527697787052136	3.173653446750487	57.86286220438493	0.018339045262068466	0.03353443464995305	0.007832631846868346	0.010134322144565604	0.04505697451233613	1	7	5	1	6	0.2977919087555207	0.18590092444007256	0.1944892490114518	0.3218179177929553
2422000	-40577.519072345225	-40642.806734097096	65.28766175186726	-40642.806734097096	0.4468334125232883	0.0015398126924183653	0.27527697787052136	3.741056543685228	55.13999299416698	0.05001012234707641	0.02337380380782078	0.027702518821089202	0.015630868125767954	0.03685895385909557	3	4	1	5	7	0.2977919087555207	0.18590092444007256	0.20102395706806206	0.31528320973634505
2423000	-40571.336849878215	-40636.48989897308	65.1530490948674	-40636.48989897308	0.4411231237659354	0.0016192299185892106	0.27527697787052136	3.741056543685228	52.61592607434233	0.01828002971546634	0.017300399919494117	0.008146366364032202	0.010094850023828034	0.035371048067578785	5	2	4	1	8	0.2977919087555207	0.18590092444007256	0.20102395706806206	0.31528320973634505
2424000	-40572.1307060801	-40643.40600986999	71.27530378989489	-40643.40600986999	0.426136951364548	0.0013444436512790785	0.27527697787052136	3.741056543685228	58.79810639921082	0.015178238941377578	0.010783127180699464	0.01977897371862989	0.017735928557788102	0.0385384256127619	2	12	2	1	3	0.2977919087555207	0.18590092444007256	0.20102395706806206	0.31528320973634505
2425000	-40561.19420981177	-40640.24727475313	79.05306494135493	-40640.24727475313	0.4101322306675266	0.0020543196462057185	0.27527697787052136	3.741056543685228	64.95348131768745	0.007187106595389073	0.0049034439933544945	0.008066632042791046	0.01705947887669577	0.04723255204826636	6	5	2	4	3	0.2977919087555207	0.18590092444007256	0.20102395706806206	0.31528320973634505
2426000	-40556.57904169094	-40643.302515621464	86.7234739305268	-40643.302515621464	0.41265155455753816	0.0025054032039419426	0.28623080470791684	3.741056543685228	71.36966808801634	0.007602679547334464	0.01234248246430871	0.01244111983461532	0.004760879603690081	0.013040332851833649	2	3	2	3	10	0.2977919087555207	0.18590092444007256	0.20102395706806206	0.31528320973634505
2427000	-40559.88615863674	-40647.80482409428	87.91866545754151	-40647.80482409428	0.412011046916741	0.00169468092839319	0.28623080470791684	3.741056543685228	72.88420117403126	0.002629497045933594	0.0033458501490954222	0.011355772297082694	0.0069975510835229345	0.027463794377743284	4	1	9	3	3	0.2977919087555207	0.18545891353389107	0.20102395706806206	0.3157252206425265
2428000	-40572.3594073487	-40643.373807945834	71.01440059713498	-40643.373807945834	0.41181735777773393	0.0016793958165888985	0.28623080470791684	3.741056543685228	61.7685513023648	0.02092346457847904	0.023264077205719963	0.015091693849210849	0.033914153890133636	0.10303775202218365	4	1	10	1	4	0.2977919087555207	0.18545891353389107	0.20102395706806206	0.3157252206425265
2429000	-40562.56643562987	-40641.59635725666	79.02992162678899	-40641.59635725666	0.41091497989050396	0.0019769856826173087	0.28623080470791684	3.7323220903587173	66.76044016198632	0.011941940303701961	0.02084978994788039	0.011706731968792352	0.01270937186798696	0.03938344675859783	7	1	4	4	4	0.2977919087555207	0.18545891353389107	0.20102395706806206	0.3157252206425265
2430000	-40568.46145811645	-40641.627606563554	73.16614844710317	-40641.627606563554	0.41091497989050396	0.0013054164863199014	0.28623080470791684	3.7323220903587173	59.77252165509414	0.011700960257478746	0.00745311072308312	0.012283984054680194	0.014608345073302584	0.04054440394598724	1	1	14	1	3	0.2977919087555207	0.18545891353389107	0.20102395706806206	0.3157252206425265
2431000	-40568.306841132464	-40643.22478661355	74.91794548108658	-40643.22478661355	0.41711870891309505	0.0015556627209656647	0.28623080470791684	3.7323220903587173	62.838651856216686	0.019830023506871967	0.004124079182259054	0.016588063217672207	0.022289550585211437	0.017921021312730497	1	1	13	1	4	0.2977919087555207	0.18545891353389107	0.20102395706806206	0.3157252206425265
2432000	-40576.25874078218	-40643.23326819998	66.9745274178082	-40643.23326819998	0.41711870891309505	0.0017016200085147315	0.05722402990316814	3.7323220903587173	55.6183823065141	0.01652047034464423	0.03705253243100561	0.0254001656438351	0.016121622206730402	0.02957719689722485	2	1	8	4	5	0.2977919087555207	0.18545891353389107	0.20102395706806206	0.3157252206425265
2433000	-40569.13622179309	-40640.295884909865	71.15966311678086	-40640.295884909865	0.41711870891309505	0.002046737503147529	0.05722402990316814	3.7323220903587173	57.61832742328426	0.033036444558641506	0.004608787599200357	0.007460529372986789	0.010569513727955473	0.025188856251997762	7	1	2	5	5	0.2977919087555207	0.18566739282833755	0.20081547777361558	0.3157252206425265
2434000	-40561.41441178613	-40638.19793949425	76.78352770811996	-40638.19793949425	0.41711870891309505	0.002057911630129702	0.05722402990316814	3.7323220903587173	63.26009024371472	0.015183922110715908	0.012216136724237636	0.007870271202834959	0.02804180783346603	0.00322531899796839	4	4	8	3	1	0.2977919087555207	0.18566739282833755	0.19917833580830022	0.31736236260784184
2435000	-40579.334922892616	-40642.367160070135	63.03223717751682	-40642.367160070135	0.4167589774459462	0.0016489434958438952	0.05722402990316814	3.7323220903587173	52.992040917505086	0.029655704126369954	0.0369969949211474	0.045111602119383226	0.017657559207121153	0.03569175302555608	3	10	1	3	3	0.30163230514813827	0.18566739282833755	0.19533793941568262	0.31736236260784184
2436000	-40585.43716487072	-40643.19027524138	57.753110370664366	-40643.19027524138	0.4167589774459462	0.0017558553625556736	0.05722402990316814	3.1607823515324274	47.83911434471511	0.09778629266168774	0.022955417911137834	0.020196471932549653	0.03341165880449022	0.022885146915968026	1	9	3	2	5	0.30163230514813827	0.18566739282833755	0.19533793941568262	0.31736236260784184
2437000	-40573.23000367353	-40637.097946337366	63.86794266383271	-40637.097946337366	0.41838264003889725	0.0016997080911786506	0.05722402990316814	6.750051465858854	55.05870897964728	0.06696390544386628	0.038761796894954445	0.024913941586436946	0.02447226889214111	0.040951470831583306	2	1	11	1	5	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2438000	-40576.50189817526	-40635.802319376584	59.30042120132746	-40635.802319376584	0.444759217206753	0.0014368251575936793	0.062106573878332426	6.750051465858854	49.80455435015571	0.03603006468492067	0.02693501651672611	0.03294524975917502	0.015289462962464235	0.038919315978045516	1	1	8	6	4	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2439000	-40579.30724696578	-40638.9109381095	59.60369114371804	-40638.9109381095	0.42229246845888135	0.0018329269844816127	0.14864686485579323	6.750051465858854	50.82148321328885	0.10087818916136322	0.03606218694418676	0.027056730596659365	0.024448264825177424	0.02377928492019865	2	5	1	6	6	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2440000	-40570.77942264275	-40639.552680981105	68.77325833835197	-40639.552680981105	0.4383705541983771	0.0014113052061482327	0.14864686485579323	5.676042301430652	59.88775828441553	0.027982337342451796	0.017165798099388837	0.038240220890863534	0.010096269110259331	0.039229448505483946	5	9	1	1	4	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2441000	-40577.34711068237	-40638.68305885565	61.33594817327631	-40638.68305885565	0.43914250188218823	0.0013663824827364632	0.14864686485579323	7.918363160716463	53.6510688026245	0.04229732022408718	0.03258824408132556	0.02551472648159852	0.05982316120936734	0.055400711980038174	1	13	1	1	4	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2442000	-40576.53013923944	-40634.708384817604	58.17824557816469	-40634.708384817604	0.4350766797383084	0.001296094200771245	0.14864686485579323	7.918363160716463	52.4832793191066	0.11221238533563718	0.11255180184557446	0.042898779813589985	0.012067750805301121	0.036674223209149266	1	2	1	12	4	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2443000	-40584.28813154713	-40632.65889413371	48.37076258657689	-40632.65889413371	0.45459546927049654	0.00139593358170408	0.14864686485579323	7.918363160716463	43.36320431512313	0.12287623649412399	0.12042165392889935	0.06408958952128156	0.036372175010506665	0.05667874791063844	2	3	2	9	4	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2444000	-40576.36433356487	-40639.12627015886	62.76193659398848	-40639.12627015886	0.45439482406119724	0.001504807550144436	0.06661420655757665	2.8777761922776004	52.60115587175308	0.07019992875740194	0.023112609965709886	0.01852819210243555	0.03949394898195888	0.024102332727413002	2	6	8	3	1	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2445000	-40584.63552892714	-40639.482310944986	54.84678201784982	-40639.482310944986	0.48784575060774077	0.0012867194705158186	0.06661420655757665	2.8777761922776004	46.918976544353924	0.015522594935633223	0.043076588808295	0.028365674548066235	0.055977553025922146	0.12984014083264167	3	7	3	2	5	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2446000	-40582.447890313684	-40639.09643950729	56.64854919360033	-40639.09643950729	0.4474066137881097	0.0016371927837374165	0.09698611874856258	2.8777761922776004	49.36865594500763	0.009224552814908854	0.02817210759679294	0.07959127204363871	0.03689877386278902	0.10522740577105932	3	6	5	2	4	0.3018848688961988	0.18566739282833755	0.19533793941568262	0.3171097988597813
2447000	-40572.92896715387	-40645.67826092779	72.74929377391638	-40645.67826092779	0.44046876650534017	0.0016461070870157433	0.09698611874856258	2.8777761922776004	59.44623492963486	0.0030596032326072288	0.011491814992623922	0.018503488146328063	0.02079793703585808	0.03779909870646196	2	7	1	7	3	0.3018848688961988	0.18433664473762026	0.1966686875063999	0.3171097988597813
2448000	-40572.47612133309	-40637.176383835824	64.70026250273229	-40637.176383835824	0.4175309655114876	0.0016182812537028392	0.09698611874856258	6.925474582755729	53.93837106195826	0.022213402167801228	0.008683628598556356	0.01619321127716302	0.038237486248624886	0.0349662917101902	1	2	4	8	5	0.3018848688961988	0.18433664473762026	0.1966686875063999	0.3171097988597813
2449000	-40579.82301946232	-40640.26232501524	60.43930555292114	-40640.26232501524	0.41554257670690553	0.0016678056258139203	0.09698611874856258	6.925474582755729	50.34311262484925	0.020975389906975138	0.02719240940318982	0.03378355069349278	0.03447017448478674	0.03376760076872671	2	1	1	8	8	0.3018848688961988	0.18433664473762026	0.1966686875063999	0.3171097988597813
2450000	-40569.197472761145	-40639.01619301217	69.8187202510211	-40639.01619301217	0.41128846867430946	0.0017282044432333438	0.09698611874856258	6.925474582755729	59.96945184420746	0.004859835975181152	0.025015672920558826	0.024840195464717992	0.03901116178977512	0.010401647270746958	5	1	7	4	3	0.3018848688961988	0.18433664473762026	0.1966686875063999	0.3171097988597813
2451000	-40572.64620837191	-40635.76363312878	63.11742475687391	-40635.76363312878	0.4306227265902235	0.0010400631931011227	0.09698611874856258	6.925474582755729	52.82902818075302	0.008943420474045302	0.009381669657179029	0.02858861324305751	0.009184462113884092	0.038460525202031595	1	3	3	6	7	0.3018848688961988	0.18433664473762026	0.1966686875063999	0.3171097988597813
2452000	-40574.766746776884	-40638.628653981345	63.86190720446081	-40638.628653981345	0.4534367839892519	0.0014590733726517612	0.07503412191090356	6.925474582755729	53.75016787238757	0.020181873023069365	0.014889981064852871	0.029450051414873814	0.019257394778808903	0.049577317956964295	3	3	4	6	4	0.3018848688961988	0.18433664473762026	0.1966686875063999	0.3171097988597813
2453000	-40565.31857467705	-40638.704121429815	73.38554675276704	-40638.704121429815	0.423844384581205	0.0015321311997367197	0.08452770734648471	5.468519623186522	60.62674866525116	0.01210983138935234	0.016567784837863173	0.02187029126217896	0.026027318224397095	0.017698082190196262	9	1	6	2	2	0.3018848688961988	0.18406301249296048	0.1969423197510597	0.3171097988597813
2454000	-40562.80991703498	-40633.15177864995	70.34186161496923	-40633.15177864995	0.41670145554712834	0.0016245038620877875	0.051338068224749275	5.468519623186522	58.340222959641835	0.013050201423830931	0.03576668592269262	0.010127836908985194	0.01488672076945048	0.018820193221657903	5	2	3	3	7	0.3018848688961988	0.18406301249296048	0.1969423197510597	0.3171097988597813
2455000	-40568.017242040456	-40640.81394419412	72.79670215366045	-40640.81394419412	0.42858272294429306	0.001529187451003227	0.05194656546880389	5.468519623186522	62.566363312370214	0.025740682899512708	0.014301782208704306	0.007558499990883979	0.03397210105766884	0.033144422137231906	7	4	4	2	3	0.3018848688961988	0.18406301249296048	0.1969423197510597	0.3171097988597813
2456000	-40564.837977228206	-40635.24455450916	70.4065772809538	-40635.24455450916	0.4179170875955171	0.0016622736524890705	0.05194656546880389	5.468519623186522	58.96030976315615	0.02675208092670835	0.01303540588360307	0.02934145549822348	0.027384406744789442	0.01483618828508172	6	11	1	1	1	0.3018848688961988	0.18406301249296048	0.1969423197510597	0.3171097988597813
2457000	-40564.161369980815	-40635.758390532545	71.59702055173021	-40635.758390532545	0.41720629587666286	0.0013401323717668631	0.05194656546880389	5.468519623186522	60.96382363749676	0.03102699959778499	0.01688800393723589	0.027212426957101195	0.04833951569692371	0.0022198229495521368	8	7	2	1	2	0.3018848688961988	0.18406301249296048	0.1969423197510597	0.3171097988597813
2458000	-40563.39437993768	-40637.42460903263	74.03022909494747	-40637.42460903263	0.4147983065128799	0.0019008204699718476	0.05194656546880389	5.468519623186522	61.77072609312271	0.008622460291829719	0.015865025104785418	0.020864164332991146	0.04319796232510995	0.005515906253227642	13	2	1	2	2	0.3018848688961988	0.1835709295552371	0.1969423197510597	0.31760188179750465
2459000	-40557.301215836866	-40639.54799498478	82.24677914791161	-40639.54799498478	0.4140635938675002	0.001882600686711702	0.10087742258138978	3.4939644986092158	68.9426884471118	0.019072784723242257	0.010946073523417886	0.009180743452859456	0.030674106156776907	0.0011263350547267045	8	4	1	5	2	0.3018848688961988	0.1835709295552371	0.1969423197510597	0.31760188179750465
2460000	-40567.986093510066	-40639.680850561555	71.6947570514887	-40639.680850561555	0.4127167050387428	0.0017701276323771704	0.10087742258138978	6.8326867185326785	62.344473016350996	0.020767187796561216	0.009047159602007141	0.03616179116251157	0.038502229251929705	0.02874712051891316	7	5	1	5	2	0.29893460496515695	0.18652119348627894	0.1969423197510597	0.31760188179750465
2461000	-40559.585508448676	-40638.43237491279	78.84686646410903	-40638.43237491279	0.4127167050387428	0.0021585583975277686	0.10492565743242628	6.8326867185326785	64.653810935878	0.015447956312733694	0.00568502842755083	0.01008262481634552	0.011878629256747457	0.018852694908591164	3	2	5	4	6	0.29893460496515695	0.18652119348627894	0.1969423197510597	0.31760188179750465
2462000	-40564.78809037502	-40640.22566519479	75.4375748197674	-40640.22566519479	0.4127167050387428	0.0015635571389938756	0.10492565743242628	7.490151759028798	62.10697315036491	0.030885362609658133	0.009725735352404521	0.006939109996910004	0.006493234751872538	0.01760592254304336	6	1	4	1	8	0.29893460496515695	0.18652119348627894	0.1969423197510597	0.31760188179750465
