#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="3" id="bPopSizes.t:Brandolini-pt-1_maskedRefRemMafft" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="3" id="bGroupSizes.t:Brandolini-pt-1_maskedRefRemMafft" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.Tree">
#                    <trait dateFormat="yyyy-M-dd" id="dateTrait.t:Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.TraitSet" traitname="date" value="Brandolini-pt-1_0|2022-04-14=2022-04-14,Brandolini-pt-1_2|2022-04-16=2022-04-16,Brandolini-pt-1_20|2022-05-04=2022-05-04,Brandolini-pt-1_33|2022-05-17=2022-05-17,Brandolini-pt-1_44|2022-05-28=2022-05-28,Brandolini-pt-1_57|2022-06-10=2022-06-10,Brandolini-pt-1_68|2022-06-21=2022-06-21,Brandolini-pt-1_86|2022-07-09=2022-07-09">
#                        <taxa id="TaxonSet.Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.Brandolini-pt-1_maskedRefRemMafft"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:Brandolini-pt-1_maskedRefRemMafft" jeffreys="true" parameter="@bPopSizes.t:Brandolini-pt-1_maskedRefRemMafft" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:Brandolini-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="clockRate.c:Brandolini-pt-1_maskedRefRemMafft" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:Brandolini-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:Brandolini-pt-1_maskedRefRemMafft" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:Brandolini-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="gammaShape.s:Brandolini-pt-1_maskedRefRemMafft" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:Brandolini-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="kappa.s:Brandolini-pt-1_maskedRefRemMafft" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Brandolini-pt-1_maskedRefRemMafft" id="treeLikelihood.Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Brandolini-pt-1_maskedRefRemMafft">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Brandolini-pt-1_maskedRefRemMafft" shape="@gammaShape.s:Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Brandolini-pt-1_maskedRefRemMafft" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Brandolini-pt-1_maskedRefRemMafft" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Brandolini-pt-1_maskedRefRemMafft" kappa="@kappa.s:Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:Brandolini-pt-1_maskedRefRemMafft" id="estimatedFreqs.s:Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:Brandolini-pt-1_maskedRefRemMafft" id="StrictClock.c:Brandolini-pt-1_maskedRefRemMafft" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	gammaShape	kappa	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-86878.9371057574	-86814.65907872215	-64.27802703525849	-86814.65907872215	1.248328718669544	1.0	1.0	2.0	-41.59215324312291	380.0	380.0	380.0	3	2	2	0.25	0.25	0.25	0.25
1000	-43319.80403451572	-43277.9010971857	-41.9029373300215	-43277.9010971857	0.2615377119823136	0.20325009692315696	1.0	2.544020965270297	-25.031904941226887	60.353536840454574	60.92361184840658	28.895717695320617	1	1	5	0.25	0.24953836554423006	0.25	0.2504616344557699
2000	-41693.35204277829	-41659.87006442981	-33.481978348486486	-41659.87006442981	0.23774449988228744	0.07115890710901977	1.0	2.354290696381021	-18.938545829108033	12.365323044307793	30.520574474288903	18.98578854374386	5	1	1	0.25523619984702733	0.24953836554423006	0.24476380015297267	0.2504616344557699
3000	-41230.545519737105	-41211.182499388975	-19.36302034812718	-41211.182499388975	0.23774449988228744	0.009437110584458461	1.0	2.354290696381021	-7.801007578205087	9.504812152310283	13.166124367597408	1.1932187802249725	2	1	4	0.25523619984702733	0.24953836554423006	0.24476380015297267	0.2504616344557699
4000	-40950.97164133566	-40939.192866706966	-11.778774628692961	-40939.192866706966	0.24945334841784825	0.00195674498325751	1.0	2.354290696381021	0.6709238525703414	5.613155842117856	17.488773369321773	0.30259713976396346	1	1	5	0.25523619984702733	0.23499645815261677	0.24476380015297267	0.2650035418473832
5000	-40944.98956608516	-40939.65540209627	-5.334163988888382	-40939.65540209627	0.24519475632781593	0.0016882151262940903	1.0	2.354290696381021	5.783285054887008	15.797192960160414	8.009852000805207	0.0411261835288074	1	1	5	0.25523619984702733	0.23499645815261677	0.24476380015297267	0.2650035418473832
6000	-40936.89748424887	-40938.399933447894	1.5024491990251492	-40938.399933447894	0.2886567849285348	9.679211248023611E-4	1.0	1.803495213287606	7.251488883232985	2.665947961531245	1.5015603347987416	0.048809928321756485	2	1	4	0.25219357576573914	0.23499645815261677	0.24476380015297267	0.26804616592867136
7000	-40923.89702506506	-40936.12357386689	12.226548801834639	-40936.12357386689	0.24454830574124312	0.0011613716925840312	1.0	2.713653441219198	12.666819543135706	0.21134183833537543	0.3173395457120708	0.017353810887170633	3	2	2	0.25219357576573914	0.23499645815261677	0.24476380015297267	0.26804616592867136
8000	-40917.01928045855	-40934.19593128831	17.176650829760362	-40934.19593128831	0.24445830071713773	8.088197357736814E-4	1.0	3.2306484689099926	15.08484900442462	0.09635413193830636	0.1219005204511873	0.012526594987015189	3	2	2	0.25219357576573914	0.23499645815261677	0.24476380015297267	0.26804616592867136
9000	-40901.54924741805	-40917.462832172205	15.91358475415825	-40917.462832172205	0.24465682772960293	5.450768282059679E-4	0.6105468416812513	3.2306484689099926	14.860824519176644	0.2861106713061338	0.12884178427545345	0.014686356952509545	3	1	3	0.2539852410516357	0.23499645815261677	0.24297213486707608	0.26804616592867136
10000	-40861.23738222395	-40878.30318864357	17.065806419620362	-40878.30318864357	0.2465232250670195	7.922015320885541E-4	0.6105468416812513	3.2306484689099926	12.650693931718024	0.08158817614881221	0.039368772786070226	0.016315495596163694	3	1	3	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
11000	-40866.326555158135	-40881.181614261346	14.855059103212369	-40881.181614261346	0.33769159323736236	9.818109319475194E-4	1.016949403009868	3.2306484689099926	11.963445895650278	0.01997529491218751	0.06739954594414958	0.0617797746542899	2	1	4	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
12000	-40863.22260457909	-40879.61594131294	16.39333673385376	-40879.61594131294	0.24829127610413684	6.400436427357133E-4	1.016949403009868	3.474848935684062	14.537247406877682	0.10445753690227474	0.12089247875212655	0.023392765429338533	1	2	4	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
13000	-40857.78171565101	-40879.026004332416	21.244288681406815	-40879.026004332416	0.24232322961588992	0.0016307942423802115	1.016949403009868	1.7695428273602847	17.472095894408675	0.06673856199136628	0.0827956710923046	0.008595171946125373	4	1	2	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
14000	-40857.28546572826	-40880.068615115975	22.783149387716175	-40880.068615115975	0.2429463695021035	0.0016182370008171211	0.9599064879430136	3.279119479017907	18.387789460177487	0.07104754185705603	0.041733326110601605	0.007582315085605129	1	5	1	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
15000	-40857.22840773031	-40876.2864811295	19.058073399187936	-40876.2864811295	0.2575555390082845	8.565710142132406E-4	1.1393374780255028	3.279119479017907	13.97252256062339	0.026925505564633148	0.04286193192764546	0.009492135995471683	1	4	2	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
16000	-40863.587141096614	-40881.256021658206	17.66888056159091	-40881.256021658206	0.2687760590757858	0.0010498753356414615	1.1393374780255028	4.793435730221637	12.342823726524273	0.02314031325135987	0.0304527697678243	0.013102035604421832	2	4	1	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
17000	-40866.16228911802	-40878.76129563624	12.599006518220385	-40878.76129563624	0.2635406817282085	6.525627692629085E-4	1.0804936536850285	5.355145667973871	8.251592843794459	0.03742894607679179	0.04259661197330009	0.008236695403667825	5	1	1	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
18000	-40857.39604393751	-40877.70270715721	20.306663219698898	-40877.70270715721	0.2510310330349011	9.33102666132291E-4	0.5921673961079724	5.355145667973871	16.934483672501063	0.05821461496306674	0.07042625972985113	0.01401809468330858	2	3	2	0.2514125862100802	0.23499645815261677	0.23970502562431836	0.27388593001298456
