#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="4" id="bPopSizes.t:Halfmann-pt-1_maskedRefRemMafft" lower="0.0" name="popSizes" spec="beast.core.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="4" id="bGroupSizes.t:Halfmann-pt-1_maskedRefRemMafft" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.Tree">
#                    <trait dateFormat="yyyy-M-dd" id="dateTrait.t:Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.tree.TraitSet" traitname="date" value="Halfmann-pt-1_0|2020-12-27=2020-12-27,Halfmann-pt-1_11|2021-01-07=2021-01-07,Halfmann-pt-1_18|2021-01-14=2021-01-14,Halfmann-pt-1_46|2021-02-11=2021-02-11,Halfmann-pt-1_85|2021-03-22=2021-03-22,Halfmann-pt-1_184|2021-06-29=2021-06-29,Halfmann-pt-1_220|2021-08-04=2021-08-04,Halfmann-pt-1_275|2021-09-28=2021-09-28,Halfmann-pt-1_302|2021-10-25=2021-10-25,Halfmann-pt-1_304|2021-10-27=2021-10-27,Halfmann-pt-1_369|2021-12-31=2021-12-31,Halfmann-pt-1_373|2022-01-04=2022-01-04">
#                        <taxa id="TaxonSet.Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.Halfmann-pt-1_maskedRefRemMafft"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:Halfmann-pt-1_maskedRefRemMafft" jeffreys="true" parameter="@bPopSizes.t:Halfmann-pt-1_maskedRefRemMafft" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:Halfmann-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="clockRate.c:Halfmann-pt-1_maskedRefRemMafft" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:Halfmann-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:Halfmann-pt-1_maskedRefRemMafft" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="GammaShapePrior.s:Halfmann-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="gammaShape.s:Halfmann-pt-1_maskedRefRemMafft" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:Halfmann-pt-1_maskedRefRemMafft" name="distribution">
#            <parameter id="kappa.s:Halfmann-pt-1_maskedRefRemMafft" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Halfmann-pt-1_maskedRefRemMafft" id="treeLikelihood.Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Halfmann-pt-1_maskedRefRemMafft">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Halfmann-pt-1_maskedRefRemMafft" shape="@gammaShape.s:Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Halfmann-pt-1_maskedRefRemMafft" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Halfmann-pt-1_maskedRefRemMafft" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:Halfmann-pt-1_maskedRefRemMafft" kappa="@kappa.s:Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:Halfmann-pt-1_maskedRefRemMafft" id="estimatedFreqs.s:Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:Halfmann-pt-1_maskedRefRemMafft" id="StrictClock.c:Halfmann-pt-1_maskedRefRemMafft" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	kappa	gammaShape	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
2025000	-40612.81294180877	-40641.33032215387	28.51738034510691	-40641.33032215387	1.0439446680407738	8.317633596393838E-4	3.574453328779082	0.018159535540413475	21.437924967803415	0.03370814254909473	0.06875399528175263	0.022580623484522236	0.030310042423764564	4	4	2	1	0.29655634249440493	0.18801554645328744	0.19678490859681036	0.3186432024554969
2026000	-40616.49011500226	-40643.594559632555	27.10444463029117	-40643.594559632555	1.043316960411848	9.089719860479785E-4	3.574453328779082	0.018159535540413475	20.126670469492993	0.029424936862969736	0.03757266653459867	0.04970873700895135	0.06457948745161454	2	2	6	1	0.29655634249440493	0.18801554645328744	0.19678490859681036	0.3186432024554969
2027000	-40623.743273541884	-40645.20315420549	21.459880663609074	-40645.20315420549	1.0329228298427349	8.825999407307757E-4	3.574453328779082	0.018159535540413475	18.870533065207837	0.04036794283024383	0.08290196992667731	0.24637792134035547	0.05850330885690978	3	3	2	3	0.2956770531735981	0.18536245814627922	0.19943799690381858	0.3195224917763037
2028000	-40624.13398930987	-40643.58149666448	19.447507354616018	-40643.58149666448	1.0312721327819823	8.58437269915851E-4	3.574453328779082	0.018159535540413475	17.961966026681544	0.18181110215197094	0.24360322432682477	0.22961894833722732	0.015401026250241213	3	1	3	4	0.2956770531735981	0.18536245814627922	0.19943799690381858	0.3195224917763037
2029000	-40616.693841777225	-40641.16103784568	24.467196068459614	-40641.16103784568	1.0228189297481385	8.708702313416523E-4	3.574453328779082	0.018159535540413475	20.878158047582758	0.025694225902860884	0.09246866943549377	0.1668370923466445	0.007416058052426418	2	1	6	2	0.2956770531735981	0.18536245814627922	0.19943799690381858	0.3195224917763037
2030000	-40619.27709863739	-40642.10153929161	22.824440654225132	-40642.10153929161	1.0228189297481385	0.0010803906119487786	3.574453328779082	0.025217504269558072	18.848110994413183	0.12778541251434639	0.09809706673358315	0.1249389939223049	0.0042234238987542624	4	5	1	1	0.2956770531735981	0.18536245814627922	0.19943799690381858	0.3195224917763037
2031000	-40609.662470866795	-40639.21554198414	29.5530711173424	-40639.21554198414	1.0228189297481385	8.283927168216593E-4	3.574453328779082	0.025217504269558072	25.199814134016876	0.09510187668908326	0.11802834846377658	0.11252598309381373	0.0015979527294815755	4	3	2	2	0.29698775035750485	0.18536245814627922	0.1981272997199118	0.3195224917763037
2032000	-40606.726615116684	-40640.74521741656	34.018602299875525	-40640.74521741656	1.0219866534100444	8.05735001692732E-4	1.785132968165229	0.025217504269558072	26.90315091856079	0.026900360436661566	0.08623869213589057	0.04842253222123516	0.0011368948625480985	4	2	3	2	0.29698775035750485	0.18536245814627922	0.1981272997199118	0.3195224917763037
2033000	-40609.02193227998	-40641.30350496277	32.28157268278684	-40641.30350496277	1.0219866534100444	8.435465838528442E-4	4.954760010788412	0.025217504269558072	24.461414395960656	0.036770808104372	0.06247488575194148	0.02854299190144244	0.0021803872756456276	3	4	2	2	0.29698775035750485	0.18536245814627922	0.1981272997199118	0.3195224917763037
2034000	-40611.709823459656	-40643.85805364886	32.14823018920195	-40643.85805364886	1.0219866534100444	8.018033331025059E-4	4.954760010788412	0.043081268974544805	27.73769517517028	0.05451175108794179	0.13435055582125704	0.07834556568886748	0.001055031258355761	4	2	3	2	0.29698775035750485	0.18518360945248852	0.1981272997199118	0.3197013404700944
2035000	-40615.027993437936	-40644.71892163323	29.69092819529758	-40644.71892163323	1.0219866534100444	6.874431354001031E-4	3.7581712175238335	0.05795004037979882	25.533154234567068	0.23823509017995695	0.20316885474026553	0.037059541257278464	2.7458161255331014E-4	4	3	2	2	0.29698775035750485	0.18518360945248852	0.1981272997199118	0.3197013404700944
2036000	-40606.8338091758	-40641.987444331	35.15363515519938	-40641.987444331	1.0219866534100444	9.415269711856996E-4	5.196800851005694	0.05795004037979882	31.807705856793376	0.02531393410523248	0.11719778790686616	0.09926206630359251	1.5455910619914474E-4	4	4	1	2	0.29698775035750485	0.18518360945248852	0.1981272997199118	0.3197013404700944
2037000	-40611.99425210571	-40642.09352874933	30.099276643620247	-40642.09352874933	1.0219866534100444	9.061551409976339E-4	5.196800851005694	0.05795004037979882	28.28348846564012	0.09072089491658111	0.166872963613833	0.23410021728071942	4.5357565678863943E-4	3	5	1	2	0.29698775035750485	0.18518360945248852	0.1981272997199118	0.3197013404700944
2038000	-40611.15840839994	-40639.26363695926	28.10522855931552	-40639.26363695926	1.0219866534100444	7.828182494458433E-4	5.196800851005694	0.05795004037979882	23.015468499527003	0.09784260894038438	0.14877738251783068	0.0335649566824743	0.004362122965533636	4	3	2	2	0.29698775035750485	0.18518360945248852	0.1981272997199118	0.3197013404700944
2039000	-40620.296767696615	-40641.76560708853	21.468839391916575	-40641.76560708853	1.0219866534100444	8.577439569677153E-4	5.196800851005694	0.05795004037979882	19.02113065372155	0.16897378859253706	0.047403071797519784	0.11769438174494044	0.06487388709144663	1	2	5	3	0.29698775035750485	0.18518360945248852	0.1981272997199118	0.3197013404700944
2040000	-40609.064335392504	-40638.7905580579	29.72622266539638	-40638.7905580579	1.0226998845150996	9.338414713119888E-4	5.196800851005694	0.050691764259974986	23.03455721464762	0.02493971890563808	0.017563360193641443	0.06349158943217902	0.01239805303001367	2	2	5	2	0.29698775035750485	0.18518360945248852	0.1981272997199118	0.3197013404700944
2041000	-40619.27367808999	-40639.9812494783	20.70757138830914	-40639.9812494783	1.0226998845150996	8.295036027754858E-4	4.089588490046476	0.021866923563556167	19.72840251250866	0.027020408709023558	0.08749495045065722	0.32476476915503166	0.07414038731281448	1	3	3	4	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2042000	-40622.64305396897	-40643.37182741989	20.728773450922716	-40643.37182741989	1.0699206936213306	7.624361290341688E-4	4.089588490046476	0.021866923563556167	16.51010104957868	0.052468284785640334	0.07710765361811328	0.14236240263668767	0.0351191587418022	4	1	5	1	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2043000	-40620.89558384162	-40643.67879630064	22.7832124590227	-40643.67879630064	1.0409713551903612	8.011366185322318E-4	4.089588490046476	0.021866923563556167	17.7067986628783	0.014798687649648626	0.048241228367892755	0.07986013484781534	0.10924840734878405	1	2	2	6	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2044000	-40626.69662388186	-40646.51253301426	19.81590913240227	-40646.51253301426	1.034409695031142	7.104667753505766E-4	4.089588490046476	0.021866923563556167	16.75694359923605	0.0910829278409781	0.028628176875717084	0.10400262010422738	0.10158396705371207	2	2	1	6	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2045000	-40622.40141383497	-40643.976104652276	21.574690817313236	-40643.976104652276	1.0599283628460239	7.597351997548549E-4	2.2011076419327122	0.0417718685109724	18.331088201500133	0.02975415856134614	0.10432455880550667	0.1712239160586378	0.11582535608486286	3	2	2	4	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2046000	-40616.26918254116	-40643.37673676603	27.107554224869673	-40643.37673676603	1.0576430282156202	7.184012913870367E-4	2.2011076419327122	0.03048292575174023	20.826935029390903	0.04168992203686533	0.10076448127788183	0.05640376329884384	0.01647139849476222	4	4	1	2	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2047000	-40616.59190455102	-40640.51446360763	23.922559056607913	-40640.51446360763	1.028461371892388	9.33039977320807E-4	2.2011076419327122	0.010064165550905283	20.6172312409732	0.12157689863846549	0.28785823470646366	0.06311653271476568	0.02365745989090924	4	2	2	3	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2048000	-40624.14484255943	-40645.90796144099	21.76311888156466	-40645.90796144099	1.028461371892388	8.553667303309266E-4	2.2011076419327122	0.05539347629124196	19.071237366737453	0.08473658806705088	0.3079869487208916	0.03694604776121939	0.03566183969715663	4	3	3	1	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2049000	-40616.79983727044	-40642.79591986642	25.996082595982156	-40642.79591986642	1.035433993059173	7.931543918049191E-4	2.2011076419327122	0.05539347629124196	19.936974191940287	0.04547513851826639	0.11878504979425861	0.051355379861012504	0.009058122307574206	2	6	2	1	0.29698775035750485	0.1813967273366785	0.1981272997199118	0.32348822258590443
2050000	-40610.36894484236	-40641.6142252992	31.24528045683751	-40641.6142252992	1.0323725121215772	8.647243517476159E-4	2.358727253401526	0.05539347629124196	24.265207391474522	0.020248424483078405	0.0467266755731098	0.08888897939362593	0.0027612683975040534	3	1	5	2	0.29857399174683685	0.1813967273366785	0.1981272997199118	0.32190198119657243
2051000	-40621.039349019935	-40643.472229492465	22.432880472528137	-40643.472229492465	1.0344035056498395	8.019122696287595E-4	4.0717206103248005	0.06056772058292529	16.945356308451245	0.08145452136138469	0.03135906427280552	0.06571618337883371	0.03765566238843063	2	1	7	1	0.29857399174683685	0.1813967273366785	0.1981272997199118	0.32190198119657243
2052000	-40621.27967149876	-40644.81796295371	23.538291454945217	-40644.81796295371	1.022893311246811	8.718824121088315E-4	4.511650039277635	0.01426293985261578	19.873224596276565	0.12154803762058321	0.07509549033227883	0.11121616585881221	0.054620745548864376	1	3	4	3	0.29857399174683685	0.1813967273366785	0.1981272997199118	0.32190198119657243
2053000	-40621.70851122384	-40642.886756821616	21.17824559777031	-40642.886756821616	1.035602257245778	0.001009071286488241	4.511650039277635	0.01426293985261578	16.076105797939732	0.11838775650932733	0.07955689749210348	0.05845438334453732	0.022465485808371224	1	5	3	2	0.29857399174683685	0.1813967273366785	0.1981272997199118	0.32190198119657243
2054000	-40619.00378168096	-40643.32379799906	24.32001631809241	-40643.32379799906	1.035602257245778	7.866703439546327E-4	6.083472522230317	0.012980404540864257	20.18423388755594	0.06437992937551572	0.01790917183668471	0.06943845652346235	0.04972779718892527	1	3	2	5	0.29857399174683685	0.1813967273366785	0.1939708704607843	0.32605841045569994
2055000	-40621.953022998736	-40645.88313743892	23.930114440186426	-40645.88313743892	1.0405502440931131	8.189343866786769E-4	2.305471806980566	0.012980404540864257	18.184381116916985	0.09263527329964019	0.04542508068979412	0.08715522503284873	0.0118652652869113	2	2	6	1	0.29857399174683685	0.1813967273366785	0.1939708704607843	0.32605841045569994
2056000	-40620.19511810249	-40643.9552201183	23.76010201580842	-40643.9552201183	1.0432131544448509	9.130267932611114E-4	2.305471806980566	0.012980404540864257	19.233566706233635	0.07857869901929104	0.042798348110120205	0.1265747030497472	0.03516241651091453	2	2	6	1	0.29857399174683685	0.1813967273366785	0.1939708704607843	0.32605841045569994
2057000	-40624.263171890365	-40644.841972058864	20.578800168500187	-40644.841972058864	1.0467919440450872	6.551806832155987E-4	2.305471806980566	0.02800826534220795	16.56656239963304	0.1230967412035863	0.09037158428290179	0.14604304859482667	0.02055906336731645	6	3	1	1	0.29857399174683685	0.1813967273366785	0.1939708704607843	0.32605841045569994
2058000	-40623.649743362956	-40644.18357580237	20.533832439420344	-40644.18357580237	1.0514301518574118	7.843051768545276E-4	2.305471806980566	0.02800826534220795	14.968286220125258	0.10455036156579696	0.10196695016452252	0.05220322655902179	0.03576098518323988	7	2	1	1	0.2959600955731218	0.18109883623094705	0.19688265774023078	0.32605841045569994
2059000	-40615.04542097696	-40643.10448773617	28.059066759212044	-40643.10448773617	1.037290141223208	0.0010178309128798502	2.305471806980566	0.03007873561013192	21.649301715324157	0.03145805213521696	0.08334552908409334	0.0405699009540684	0.042420338464067786	3	3	4	1	0.2959600955731218	0.18109883623094705	0.19688265774023078	0.32605841045569994
2060000	-40625.18807462159	-40644.865014810646	19.67694018905518	-40644.865014810646	1.0390477869114894	8.635791912208835E-4	2.305471806980566	0.03007873561013192	12.099295785032288	0.04055596519803766	0.06526377355741803	0.03405486535571641	0.027054611964668764	4	4	2	1	0.2959600955731218	0.18109883623094705	0.19688265774023078	0.32605841045569994
2061000	-40612.683380946546	-40641.181738308784	28.498357362236913	-40641.181738308784	1.0384228491849734	8.454495730589676E-4	4.057406344752453	0.03007873561013192	24.03788027569086	0.03086101010659896	0.11580650678426321	0.005740408437600176	0.019436875666587507	4	5	1	1	0.2959600955731218	0.18109883623094705	0.19688265774023078	0.32605841045569994
2062000	-40612.13503689454	-40643.4968653391	31.36182844455132	-40643.4968653391	1.0370004136067048	6.889630256275337E-4	4.1809684015814605	0.03007873561013192	24.580808670409134	0.029754824403058912	0.09616746641016231	0.004539162356246853	0.009277900738955833	4	5	1	1	0.2959600955731218	0.18109883623094705	0.19688265774023078	0.32605841045569994
2063000	-40609.6628484583	-40643.84831119989	34.18546274159054	-40643.84831119989	1.0370004136067048	9.061385264030696E-4	4.1809684015814605	0.02986348517385036	27.718430757270667	0.04122734534442906	0.1372697838102328	6.936910363438012E-4	0.0022011687913506346	4	5	1	1	0.2959600955731218	0.18109883623094705	0.19688265774023078	0.32605841045569994
2064000	-40614.488110174585	-40641.30757100822	26.819460833635716	-40641.30757100822	1.0370004136067048	7.424382418978916E-4	4.1809684015814605	0.02986348517385036	18.23475910302041	0.04575366523598842	0.04769308451594132	0.02288655079427089	0.005043601064146114	1	8	1	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2065000	-40623.11078517132	-40643.73408367745	20.623298506135413	-40643.73408367745	1.0323696087368284	5.875222091949598E-4	2.8083465646579984	0.02986348517385036	18.518802655283878	0.03918403767517078	0.10495510551746566	0.29491332199647147	0.046146299862594796	4	3	1	3	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2066000	-40618.09073317184	-40643.29877015316	25.208036981320397	-40643.29877015316	1.0251882035861495	8.771917170303332E-4	3.9031301161951775	0.02986348517385036	20.053353693765548	0.06799434075765609	0.12171743419035769	0.06344182031149768	0.012607331791309207	4	4	1	2	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2067000	-40610.24162006391	-40641.303228093566	31.06160802965328	-40641.303228093566	1.0249868088696272	8.447371142631835E-4	3.9031301161951775	0.025521710339755706	23.137937208784898	0.11651854098374573	0.07779798071512298	0.008836223721197209	0.0027016070826264777	7	1	1	2	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2068000	-40612.407050511865	-40643.44935810561	31.04230759374117	-40643.44935810561	1.0286612700665103	8.895804183389808E-4	3.9031301161951775	0.025521710339755706	24.70578001133753	0.05558901043823926	0.09710709111522461	0.04390381847204375	0.005727168800808291	2	4	2	3	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2069000	-40609.23585322163	-40640.80705217383	31.57119895219526	-40640.80705217383	1.0261465357385013	9.287431385150771E-4	3.9031301161951775	0.025521710339755706	24.68082203180826	0.02144517224820692	0.06189308897045996	0.024123263143955184	0.03507351670778015	4	2	4	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2070000	-40615.30565818567	-40645.003882172576	29.698223986899492	-40645.003882172576	1.0261465357385013	9.287431385150771E-4	3.9031301161951775	0.025521710339755706	24.762925043289638	0.039487378622289036	0.09924218334458403	0.09867875741369318	0.007447832561755423	3	5	1	2	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2071000	-40610.96895136138	-40643.64493312851	32.67598176713334	-40643.64493312851	1.0234204272225165	0.0010992577024063472	3.9031301161951775	0.025521710339755706	26.05252993900312	0.046873595090604965	0.11569263772258334	0.021405464110424214	0.005856703695770119	4	2	2	3	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2072000	-40607.7399489963	-40639.07253003454	31.33258103823768	-40639.07253003454	1.0234260606232142	8.786878794624862E-4	3.9001722858523875	0.025521710339755706	28.499218424675643	0.008309711086683769	0.04099249958480121	0.1692270620235595	0.014641214168773127	4	1	3	3	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2073000	-40607.714740203206	-40641.70554464082	33.99080443761207	-40641.70554464082	1.022345288530001	6.80370924725471E-4	3.9001722858523875	0.025521710339755706	29.475646048691303	0.02034094603514846	0.07391257160632392	0.12705307631460835	0.002556639494052437	3	2	3	3	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2074000	-40607.76062610234	-40641.55582932557	33.79520322323149	-40641.55582932557	1.022345288530001	9.828308381849935E-4	3.584413873814816	0.05574164780047155	25.193094228981533	0.009639384821241291	0.022045858561685165	0.054717398156520845	0.007329355216117172	3	1	4	3	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2075000	-40612.4125095618	-40640.875069207024	28.462559645221233	-40640.875069207024	1.027690258890966	8.123983861050532E-4	3.584413873814816	0.05574164780047155	22.400012323257776	0.02561553091253723	0.01951707512936993	0.0762373881111753	0.046498817656427174	1	3	5	2	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2076000	-40622.61929428495	-40645.59265000098	22.973355716030465	-40645.59265000098	1.0386561845375653	9.007909208632951E-4	3.584413873814816	0.05574164780047155	19.710619985063037	0.00842605460601228	0.028800337217411664	0.10764650354859431	0.2596214256977946	1	3	4	3	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2077000	-40626.16205283142	-40646.91316914396	20.751116312537413	-40646.91316914396	1.0500371306734027	5.708138247614396E-4	5.097525512341526	0.0919295288108888	18.16402805056064	0.045212043152301526	0.032231020861938936	0.15353180602351857	0.06889434212898414	1	3	6	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2078000	-40639.045023258775	-40644.874938387286	5.8299151285098905	-40644.874938387286	1.0512101734362542	8.583947867278274E-4	4.859785838003956	0.0919295288108888	9.487498544649696	5.215872560746329	0.3463187794862655	0.07614063827290497	0.05942485847384886	1	1	8	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2079000	-40632.6867939754	-40645.24747467294	12.560680697541283	-40645.24747467294	1.0417400299678545	7.391175405636197E-4	4.859785838003956	0.36934114682008445	11.692614279414276	0.26177571856077875	0.290148885648574	0.10564482335015601	0.06598297341632889	1	3	3	4	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2080000	-40632.1828354661	-40645.83360767981	13.650772213707146	-40645.83360767981	1.0394709145254764	7.442223716322222E-4	4.859785838003956	0.36934114682008445	12.854311460206752	0.21744047811038364	0.24980643555808216	0.1633186398658013	0.07369836062856286	6	3	1	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2081000	-40617.52828342624	-40644.590793412244	27.06250998600246	-40644.590793412244	1.0298816238914354	8.760830011145432E-4	4.859785838003956	0.36934114682008445	24.08338120682312	0.030930974941675623	0.16829752724628463	0.03162268015826127	0.011996631930729239	2	5	2	2	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2082000	-40613.88364363999	-40643.541626418446	29.657982778460916	-40643.541626418446	1.0225998428160756	9.830084453488234E-4	4.859785838003956	0.36934114682008445	22.466848885363348	0.03691279231845123	0.051888501076663915	0.044085017385334165	0.0014020364673364952	5	3	2	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2083000	-40614.32923639639	-40642.98300553377	28.653769137384394	-40642.98300553377	1.0225998428160756	8.478448209518971E-4	4.859785838003956	0.36934114682008445	20.70760190441014	0.07644991609778597	0.0702236670580951	0.010875886046156613	0.001081944038576278	7	1	2	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2084000	-40618.550428840885	-40644.17322474311	25.62279590222516	-40644.17322474311	1.0225998428160756	9.120655135719852E-4	4.859785838003956	0.36934114682008445	19.01351650170188	0.19795300405076913	0.04853841540246925	0.01573305119808049	5.945579960673809E-4	7	1	2	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2085000	-40613.88498723199	-40641.8178687766	27.932881544603035	-40641.8178687766	1.0225998428160756	7.311344965326189E-4	4.058566389694265	0.36934114682008445	20.796635443350908	0.13980454231207298	0.14781188149813151	0.0037440644622283047	9.431348678316636E-4	8	1	1	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2086000	-40609.76517306112	-40643.88580155077	34.1206284896545	-40643.88580155077	1.022262086051639	7.190058413132506E-4	3.9278418177676717	0.36934114682008445	23.72265844885692	0.09615465406458766	0.022904049540163635	0.0024260868764545925	0.001981015597586268	8	1	1	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2087000	-40619.39556187099	-40647.166005679224	27.7704438082337	-40647.166005679224	1.0226204199792774	9.004124308992322E-4	1.8949125515784082	0.36934114682008445	21.056609762399276	0.1376758048401987	0.12373475404702441	0.017679189689262395	0.002527713724630243	1	8	1	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2088000	-40614.23523872643	-40646.85243725499	32.617198528553715	-40646.85243725499	1.0226204199792774	7.624045592874604E-4	1.8949125515784082	0.36934114682008445	21.116793373048907	0.069242064626057	0.017529069256056677	0.004943946056824955	0.0023034667020875627	7	1	2	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2089000	-40609.05146492642	-40642.778851487456	33.72738656103133	-40642.778851487456	1.0226204199792774	9.183681435118644E-4	3.2578025166482014	0.36934114682008445	25.4049399349367	0.12289161792967737	0.0602822896310593	0.00905530577455681	3.610051570900423E-4	7	1	1	2	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2090000	-40608.018442492306	-40646.480930273014	38.462487780703995	-40646.480930273014	1.0226204199792774	7.81479504866648E-4	3.2578025166482014	0.36934114682008445	26.653070721198727	0.08582486111458026	0.016249689441448043	0.002183160920478265	7.018575564810805E-4	8	1	1	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
2091000	-40611.71996157058	-40649.37145519325	37.651493622664795	-40649.37145519325	1.0230263136324929	6.271852589606806E-4	2.053968754315342	0.09272881158677031	25.03876180835586	0.09704578902645476	0.004809452193998673	0.0015318211885764737	0.002333130324084609	8	1	1	1	0.295586536874697	0.18147239492937187	0.19688265774023078	0.32605841045569994
